url,title,chunk,chunk_id
https://www.isbank.com.tr/hisse-senedi,Hisse (Pay) Senedi | Türkiye İş Bankası A.Ş.,"<|begin_of_text|>hisse (pay) senedi alım-satım emirlerinizi i̇şcep ve i̇nternet şubesi üzerinden kolayca verebilirsiniz.
verdiğiniz emirler, zaman önceliğine göre bist sistemine iletilir ve bist'de işleminiz gerçekleştiğinde sonuçlar i̇ş yatırım menkul değerler a.ş. nezdindeki yatırım hesabınıza yansıtılır.
vermiş olduğunuz alış emirlerinizde hisse (pay) senetleri, satış emirlerinizde de satış bedelleri, işlemin borsa'da gerçekleşmesinden sonraki 2. işgünü (takas günü) yatırım hesabınıza geçmektedir. takas gününü beklemeden gerçekleşen alış işlemi karşılığında satış emri ve satış işleminin takas tutarı karşılığı da alış emri verebilirsiniz.
serbest fiyatlı alış emirlerinizde, işleminizle ilgili hesabınızda bulundurmanız gereken tutar hesaplanırken tavan fiyatı dikkate alınmaktadır. serbest fiyatlı satış emirleri ise taban fiyattan borsa’ya iletilir.
emirlerinizi emir izleme ve değişiklik menüsünden takip edebilir, gerçekleşen işlemlerinizin gerçekleşme detaylarını görüntüleyebilir, henüz gerçekleşmemiş emirlerinizi ise şayet işlem yapmış olduğunuz kıymette aksi yönde bir tedbir uygulanmıyor ise iyileştirme/kötüleştirme/iptal seçenekleri ile yönetebilirsiniz.",0
https://www.isbank.com.tr/altin,Altın Hesabı - Altın Fiyatları - Altın Al/Sat | Türkiye İş Bankası A.Ş.,"<|begin_of_text|>yoksa altınlarını hala yastık altında saklayanlardan mısınız? onları güvenle saklamak ve yatırıma dönüştürmek için i̇ş bankası altın hesabı ile tanışın!
altınlarınızı çalınma, kaybolma gibi risklere karşı korumak ve iyi bir yatırım aracı haline getirerek birikim yapmak için altın hesabı açmaya ne dersiniz? i̇ş bankası altın hesabı açılışı yaparak vadeli ya da vadesiz altın hesap seçeneklerinden biriyle birikim yapmaya başlayabilirsiniz. birikiminize daha fazla değer katmak için altının yükselişinden ve faiz oranlarından kazanmanızı sağlayan vadeli altın hesabı açmanız yeterli. alternatif olarak altına ve altına dayalı sermaye piyasası araçlarına i̇ş portföy uzmanlığıyla yatırım yapmak isterseniz, i̇ş portföy altın fonu’nu tercih edebilirsiniz.
i̇ş bankası altın buluşmaları’na katılarak altınlarınızı bozdurmadan, değeri üzerinden i̇ş bankası vadesiz altın hesabı’na yatırabilirsiniz. peki, bu hesaptaki birikimi düzenli olarak artırmak ister misiniz? yanıtınız “evet!” ise altın biriktiren talimat’ı kullanıp altın yatırım ve birikimlerinizi düzenli hale getirebilirsiniz. seçiminiz ne olursa olsun i̇ş bankası ile altınlarınız daha güvenli, daha değerli!",0
https://www.isbank.com.tr/vadesiz-altin-hesabi,Vadesiz Altın Hesabı - Altın Havalesi | Türkiye İş Bankası,"<|begin_of_text|>birikimlerinizi çalınma ve kaybolma riski olmadan bankamızdaki hesabınızda gram altın olarak değerlendirebilir ve dilediğiniz an altın alıp dilediğiniz an nakde çevirebilirsiniz.
vadesiz altın hesabını i̇şcep, i̇nternet şubesi veya şubelerimiz aracılığıyla açtırabilirsiniz.
vadesiz altın hesabı ile 0,01 xau (0,01 gr 995/1000 saflıkta altın) ve katları şeklinde işlem yapabilirsiniz.
altın alım/satım işlemlerinizi tl hesapların yanı sıra usd, eur ve gbp döviz cinsi hesaplarla da gerçekleştirebilirsiniz.
vadesiz altın hesabından hesap işletim ücreti alınmamaktadır.
altın alım işlemlerinde yürürlükteki mevzuata uygun olarak 17.03.2025 tarihinde kambiyo muamale vergisi (kmv) tahsil edilmeye başlanmıştır. altın satım işlemlerinde vergi kesintisi olmamaktadır.
vadesiz altın hesabı tasarruf mevduatı sigortasına tabidir.ayrıntılı bilgi için tıklayınız.
i̇lan ettiğimiz alış fiyatları bankamızın altın geri alış fiyatlarını, satış fiyatı olarak ilan edilen fiyatlar ise bankamızın hesaba altın satışı yapacağı fiyatları göstermektedir.
fiziki altın teslimat işlemleri, piyasa koşullarına göre değişebildiği için, talebin 5 kg ve üzeri (6kg, 7kg, 8 kg gibi…) olması koşuluyla, en güncel bilgi için şubeniz ile temasa geçebilirsiniz.",0
https://www.isbank.com.tr/fiziki-altindan-donen-kur-korumali-hesap-fatsi,Fiziki Altından Dönen Kur Korumalı Hesap | Türkiye İş Bankası,"<|begin_of_text|>fiziki altından dönen kur korumalı hesap (fatsi̇), şubelerde altın buluşmaları ya da kuyumcu altın değerleme sistemi (kad-si̇s) aracılığıyla i̇ş bankası altın hesabı’na gram altın karşılığı aktarılan fiziki altın varlıkların türk lirası’na dönüştürülmesiyle açılabilen bir kur korumalı tl vadeli mevduat hesabı ürünüdür.
fatsi̇, sadece kad-si̇s kanalından veya şubelerimizdeki altın buluşmaları ile gelen fiziki altının müşterilerimizin vadesiz altın hesabına alacak kaydedildiği günden itibaren 5 iş günü içinde açılması mümkündür.
bankamızda bulunan mevcut altın bakiyeleri veya bankamız hesaplarına alacak kaydolmasının üzerinden 5 iş gününden fazla geçmiş fiziki altınlar için altından dönen müşteriler için kur korumalı mevduat hesabı açılabilecektir.
fiziki altınlarınızın türk lirası’na dönüştürülmesiyle fatsi̇ hesabı’nda değerlendirmeye başladığınız
birikimleriniz kur değişimlerinden etkilenmez. i̇ş bankası’nın fatsi̇ hesabı açılış tutarı ile vade gün sayısına göre ilan ettiği yıllık mevduat faiz oranları üzerinden hesaplanan net getiri ile hesap açılışında ve vade sonunda tcmb tarafından ilan edilen 995/1000 saflıktaki gram altının türk lirası karşılığı alış fiyatları arasındaki fiyat farkı arasında daha yüksek olan getiri anaparanıza eklenir.
yalnızca fatsi̇ hesaplarına özel olarak, hesap açılışında dönüşümü yapılan fiziki altın miktarı üzerinden, 6 ay vadeli açılan fatsi̇ hesapları için yıllık %1, 1 yıl vadeli açılan fatsi̇ hesapları için yıllık %2 oranlar üzerinden hesaplanan ek getiri tcmb tarafından tl olarak vade başında hesabınıza yatırılmaktadır.
01.08.2024 tarihi ve sonrasında başlayan vadeler için, yasal otoriteler tarafından belirlenen kurallar çerçevesinde stopaj (gelir vergisi kesintisi) uygulanır.
fatsi̇ hesabı, yalnızca kad-si̇",0
https://www.isbank.com.tr/fiziki-altindan-donen-kur-korumali-hesap-fatsi,Fiziki Altından Dönen Kur Korumalı Hesap | Türkiye İş Bankası,"s (kuyumcu altın değerleme sistemi) kanalından veya şubelerde altın buluşmaları’na getirilen fiziki altınların gram karşılığının, müşterilerimizin i̇ş bankası vadesiz altın mevduat hesaplarına aktarıldığı günden itibaren 5 iş günü içinde açılması mümkündür.
yurt içinde yerleşik gerçek kişiler (yurt dışında işçi, serbest meslek müstakil iş sahibi türk vatandaşları dâhil türkiye’de kanuni yerleşim yeri bulunan gerçek kişiler) ve yurt içinde yerleşik tüzel kişiler (bankalar ve merkez bankasınca belirlenen diğer mali kuruluşlar hariç olmak üzere türkiye'de kanuni yerleşim yeri bulunan tüzel kişiler) tarafından açılabilmektedir.
yalnızca şubelerimizden ve iş günlerinde 10.00 – 16.30 saatleri arasında açılabilmektedir.
hesabın vadesi 3, 6, 12 ay vadeli olarak tercih edilebilir.
fiziki altınların gram karşılığının türk lirası’na dönüştürülmesi sırasında, hesap açılış günü tcmb tarafından saat başı ilan edilen 995/1000 saflıktaki gram altın alış kurlarından hesap açılış saatinde geçerli olan güncel kur kullanılacaktır.
fatsi̇ hesabı, hesap sahibinin talebi üzerine vade sonu fiyatı kullanılarak vade sonunda yenilenebilmektedir. yenileme talimatı olmayan hesaplar otomatik kapatılacaktır.
vadesi yenilenen fatsi̇ hesapları için tcmb tarafından yeni ek getiri ödemesi yapılmamakta, diğer avantajlar ise geçerli olmaya devam etmektedir.
vade bitiş gününde saat 12.00’a kadar şubelerimize talep iletilmesi durumunda, vade başında dönüştürülen gram altın miktarı vade sonunda yeniden müşterinin i̇ş bankası altın hesabı’na aktarılabilmektedir.
vadeden önce hesaptan para çekilmesi durumunda fatsi̇ hesabı kapatılarak faiz ve ek getiri hakları ortadan kalkmaktadır. vadeden önce hesap kapama veya para çekme işlemleri yalnızca iş günlerinde 11.00 – 16.30 saatleri arasında yapılabilmektedir.
vadeden önce",1
https://www.isbank.com.tr/fiziki-altindan-donen-kur-korumali-hesap-fatsi,Fiziki Altından Dönen Kur Korumalı Hesap | Türkiye İş Bankası," hesabın kapatılması durumunda, vade başlangıcındaki 995/1000 saflıktaki gram altın dönüşüm fiyatı ile hesabın kapatıldığı tarihte ilan edilmiş güncel 995/1000 saflıktaki gram altın alış fiyatı arasında, düşük olan fiyat üzerinden anapara güncellenecektir.
fiziki altınların gram karşılığının i̇ş bankası vadesiz altın mevduat hesabına aktarıldığı günden itibaren 5 iş gününde hesap açılmaması ve daha sonra hesap açılmak istenmesi durumunda fatsi̇ hesabı açılması mümkün olmamaktadır. tercih edilmesi halinde altından dönen kur korumalı hesap açılışı yapılmaktadır.
fatsi̇ hesabı açılışında, i̇ş bankası altın hesabı’na alacak kaydedilen fiziki altınların gram karşılığı haricinde hesapta bulunan ya da banka altın satış kurları ile hesaba yeni alış yapılan gram altın birikimleri fatsi̇ hesabı açılış bakiyesine dâhil edilmemektedir.
fatsi̇ hesabının vade bitiş tarihinde elde edilen faiz getirisi ile kur getirisi hesaplanmakta ve hesap sahibine faiz getirisi ya da kur getirisinden daha yüksek olan tutar anaparaya eklenmektedir.
vade sonu fiyatı olarak, tcmb tarafından hesabın vade bitiş tarihinde saat 11.00’da ilan edilen 995/1000 saflıktaki gram altın alış fiyatı kullanılacaktır.
ayrıca aşağıdaki vadelere göre türkiye cumhuriyet merkez bankası tarafından fatsi̇ hesap açılışında dönüştürülen fiziki altın varlıkları üzerinden hesaplanacak ek getiri için ilave getiri oranları yıllık bazda aşağıdaki gibi olacaktır.",2
https://www.isbank.com.tr/vadeli-altin-hesabi,Vadeli Altın Hesabı | Türkiye İş Bankası,"<|begin_of_text|>vadeli altın hesabı; birikimlerinizi altın olarak tutarken, belirlenen vade süresi boyunca güncel vadeli altın faiz oranları ile faiz geliri elde etmenizi sağlayan bir mevduat ürünüdür. bu hesap türünde,
vadesiz altın hesabınızda bulunan altınları ya da yeni yatıracağınız altınları vadeli olarak değerlendirebilir, vadeli altın hesabı faiz oranları ile birikimlerinizi artırabilirsiniz.
vadeli altın hesabı, altının hem değer artışından hem de faiz getirisinden çift yönlü yararlanmak isteyen yatırımcılar için avantajlıdır. aynı zamanda altınlarınızın kaybolma veya çalınma riskini ve fiziki altın taşıma zorunluluğunu ortadan kaldırır.
vadeli altın hesabı, altınlarınızı çalınma veya kaybolma riski olmadan değerlendirmenizi ve birikimlerinize güncel vadeli altın hesabı faiz oranları ile ek gelir elde etmenizi sağlar.
vadeli altın hesabı açma işlemini i̇şcep, şubelerimiz ve i̇nternet şubemiz üzerinden kolayca gerçekleştirebilirsiniz.
vadeli altın hesabı ile birlikte hem geleneksel birikim yönteminden hem de günümüzün dijital bankacılık olanaklarından yararlanırsınız. en az 32, en fazla 365 gün vadeli olarak açılabilen bu hesap sayesinde, altın birikimlerinizden faiz geliri elde etme fırsatı elde edersiniz.
vadeli altın hesabı açılış alt limiti 15.12.2022 tarihi itibarıyla 250 gram olarak güncellenmiştir. 250 gramın üzerine 0,01 gram ve katları şeklinde vadeli altın mevduatı hesabı açabilirsiniz.
vadesiz türk lirası hesabınızın yanı sıra, vadesiz altın hesabınızda biriken altınları da kullanarak vadeli altın hesabı açabilirsiniz.
vadeli altın hesabı işlemlerinde 1 gram 995/1000 saflıktaki altın, 1 xau değerine eşittir.
vadeli altın hesabı işlemlerinden vade sonunda kazandığınız faiz tutarı üzerinden %15 oranında msi̇gv (stopaj) kesintisi uygulanır.
vadeli altın faiz hesaplama",0
https://www.isbank.com.tr/vadeli-altin-hesabi,Vadeli Altın Hesabı | Türkiye İş Bankası," işlemiyle, vadeli altın hesabı açma sürecinde elde edeceğiniz tahmini faiz gelirini önceden görebilirsiniz. vadeli altın faiz hesaplama için; vade süresi, yatırılan altın miktarı ve güncel vadeli altın hesabı faiz oranları dikkate alınır.
i̇şcep ve i̇nternet şubesindeki vadeli altın faiz hesaplama araçlarını kullanarak, yatırmak istediğiniz altın tutarı ve vade seçiminize göre vade sonunda elde edeceğiniz tahmini faiz gelirini anında öğrenebilirsiniz.
bu hesaplamada unutulmaması gereken en önemli konu, vade sonunda elde edilen faiz geliri üzerinden %15 oranında msi̇gv (stopaj) kesintisi yapılacağıdır. ayrıca, faiz getirisi yalnızca bankacılık sisteminde gram bazında altın olarak hesaplanır ve güncel altın kuru ile anında görüntülenebilir.
faiz oranları, bankamızın belirlediği dönemsel kampanyalar, piyasa gelişmeleri ve yatırım miktarınıza göre farklılık gösterebilir. en doğru ve güncel vadeli altın hesabı faiz oranları için i̇şcep, i̇nternet şubesi ya da size en yakın şubemizle iletişime geçebilirsiniz.
vadeli altın hesabı faiz oranlarını takip ederek, birikimlerinizi en iyi getiri sunan vadelerle değerlendirebilir, altın birikimlerinizden maksimum faiz geliri elde edebilirsiniz.
vadeli altın hesabı açmak isteyen müşterilerimiz, farklı vade seçenekleriyle yatırım stratejilerine uygun faiz oranlarını karşılaştırma şansına da sahiptir.
vadeli altın hesabı, hem altının değer artışından hem de güncel vadeli altın hesabı faiz oranları ile faiz getirisinden yararlanmak isteyenler için oldukça kârlı bir yatırım aracıdır.
vadeli altın hesabı açmak, altınlarınız için faiz geliri elde etme avantajı sunar. ancak, faiz oranları ve altının piyasa değeri birlikte değerlendirilmelidir.
vadesiz altın hesabı, altınlarınızı istediğiniz zaman çekebileceğiniz veya transfer edebileceğiniz bir hesap türüdür ve faiz geliri sağlamaz.
vadeli altın hesabı ise, belirli bir vade süresine bağlı olarak vadeli altın hesabı faiz oranları ile faiz getirisi sunar ve v",1
https://www.isbank.com.tr/vadeli-altin-hesabi,Vadeli Altın Hesabı | Türkiye İş Bankası,"ade sonunda hem ana paranızı hem de faiz gelirini altın olarak alırsınız.
kısacası; vadesiz altın hesabı esnek kullanım, vadeli altın hesabı ise ek getiri fırsatı sunar.
vadeli altın hesabı açarak güncel faiz oranları ile birikiminizi büyütebilir ve kazancınızı maksimize edebilirsiniz. vadeli altın faiz hesaplama araçlarını kullanarak avantajınızı kolayca belirleyebilir, dilediğiniz yerden vadeli altın hesabı açma işlemini hızlıca gerçekleştirebilirsiniz.",2
https://www.isbank.com.tr/kuyumcu-altin-degerleme-sistemi,KAD-SİS (Kuyumcu Altın Değerleme Sistemi) | Türkiye İş Bankası A.Ş.,"<|begin_of_text|>altın ve ziynet eşyalarınızı gram altın cinsinden i̇ş bankası altın hesabınızda değerlendirmeye başlamanın birden fazla yolu var.
her ay türkiye’de farklı il ve ilçelerdeki i̇ş bankası şubelerinde düzenlenen altın buluşmaları yaşadığınız yerin yakınında değilse, 60 şehirde kuyumcu altın değerleme sistemi (kad-si̇s) üyesi 180’den fazla anlaşmalı kuyumcu aracılığıyla altın ve ziynet eşyalarınızın 24 ayar saf altın karşılığının i̇ş bankası altın hesabınıza anında ve güvenli bir şekilde aktarılmasını sağlayabilirsiniz.
kuyumcu altın değerleme sistemi (kad-si̇s) uygulaması; tasarruf sahiplerinin altın ve ziynet eşyalarını anlaşmalı kuyumcular aracılığıyla haftanın her günü kad-si̇s üyesi bankalardaki hesaplarına masrafsız aktarmalarını sağlayan bir sistemdir.
sisteme üye yakınınızdaki bir kuyumcuda altın ve ziynet eşyalarınızın değerinin hesaplanması sonrası, anlaşmalı bankalarda altın hesabınızın olması durumunda gram cinsinden 24 ayar karşılığını kad-si̇s üzerinden tercih ettiğiniz hesabınıza güvenli bir şekilde aktarabilirsiniz.
i̇ş bankası, altın değerleme sistemi (ads) içerisine dâhil olduğu gibi, aynı zamanda kad-si̇s'e de üye anlaşmalı banka olarak hizmet vermektedir.
altın değerleme noktası (adn) olarak hizmet veren kuyumcuları ziyaret etmeden önce, kad-si̇s ile anlaşmalı bankalarda açılmış bir vadesiz altın mevduat hesabınız bulunmalıdır.
altınlarınızı çalınma, kaybolma gibi risklere karşı korumak ve birikim yapmaya başlamak için i̇ş bankası altın hesabınızı şubelerimizden, i̇şcep’ten ve bireysel i̇nternet şubesi’nden anında ve kolayca açabilirsiniz.
i̇şcep’ten altın hesabı açmak için: hesaplar > yeni hesap aç > altın
i̇nternet şubesi’nden altın hesabı açmak için: hesaplarım > anında hesap aç > vadesiz
adn’de değer",0
