url,title,chunk,chunk_id
https://tr.wikipedia.org/wiki/Vadeli_mevduat,Vadeli mevduat - Vikipedi,"vadeli mevduat
vadeli mevduat hesapları, anında nakit paraya dönüştürülemeyen, bankadan çekilmesi için belirli bir zamanın (vade) dolması gerektiği, bu süre dolunca ise faiz getirisiyle birlikte çekilebilen ya da başka bir vadeye yatırılan hesap türüdür. vade uzadıkça faiz getirisi artar. | ekonomi veya finans ile ilgili bu madde taslak seviyesindedir. madde içeriğini genişleterek vikipedi'ye katkı sağlayabilirsiniz. |",0
https://tr.wikipedia.org/wiki/Vadesiz_mevduat,Vadesiz mevduat - Vikipedi,"vadesiz mevduat
faiz getirmeyen banka hesaplarındaki para
vadesiz mevduat, faiz getirmeyen banka hesaplarındaki paradır. anında nakit paraya dönüştürülebilir. vadesiz mevduat hesabının amacı nakit para kullanılmadan banka hesapları ve kişiler arasında ödeme akışları gerçekleştirmektir. | ekonomi veya finans ile ilgili bu madde taslak seviyesindedir. madde içeriğini genişleterek vikipedi'ye katkı sağlayabilirsiniz. |",0
https://tr.wikipedia.org/wiki/Faiz,Faiz - Vikipedi,"faiz faiz , ekonomi biliminde iki anlamda kullanılmakta dır . birinci anlamda faiz , bir borç anlaşmasının satışı sonucu elde edilen gelir oranı dır . i̇kinci anlamda ise üretim amaçlı girdi olarak kullanılan sermayenin gelir oranı dır . bu iki anlam iktisadi açıdan birbirlerinden farklı değiller dir ve iktisatçılar tarafından faiz olarak nitelendirilirler . faiz oranı , nominal ve reel olmak üzere ikiye ayrılabilir . nominal oran , bankalar gibi organizasyon ve kurumlar tarafından açıklanan faiz oranı dır . reel faiz oranı ise enflasyona göre düzeltilmiş faiz oranı dır ve nominal orandan enflasyon oranının çıkarılması ile bulunur . tarih çe kredinin madeni paranın varlığından binlerce yıl önce ortaya çıktığı düşünülmekte dir . kaydedilen ilk kredi örneği , hem tahıl hem de metal ödünç vermek için sistematik kredi kullanımını gösteren mö 3000'den kalma eski sümer belgeleri koleksiyonudur . faizin bir kavram olarak ortaya çıkışı bilinmemekle birlikte , sümer'de ki kullanımı , daha önceden var olup olmadığı tam bilinmese de mö 3000'de bir kavram olarak iyi ce yerleşmiş olduğunun göstergesi dir ancak tarihçiler , modern anlamıyla kavramın üretken amaçlar için hayvan veya tohum kiralanmasından doğmuş olabileceğine inanmakta dır . satın alınan tohumların ve hayvanların kendilerini yeniden üretebileceği argümanı faizi haklı çıkarmak için kullanılmıştır , ancak tefeciliğe karşı eski yahudi dini yasakları ( נשך neshekh ) ""farklı bir görüşü"" savunmuştur . bileşik faizin ilk yazılı kanıtı mö 2400'lere dayanmakta dır . daha gelişmiş ve ticari bir ekonomiye sahip toplumlarda faiz , sermayenin verimli kullanılmasını ve yatırımları teşvik etmek için önem li bir araç olarak görülebilirken , daha pastoral veya kabilevi toplumlarda faizin kabul edilmemesi daha yaygın dır . mö 2.",0
https://tr.wikipedia.org/wiki/Faiz,Faiz - Vikipedi,"binyılın başlarında , hayvan veya tahıl karşılığında kullanılan gümüş kendi kendine çoğalamayacağından , eşnunna kanunları , özellikle çeyiz mevduatlarına yasal bir faiz oranı getirmiştir . i̇lk müslümanlar buna riba adını vermiş lerdir ve günümüzde faiz almak olarak tercüme edilmekte dir . 32<UNK>'te ki birinci i̇znik konsili , din adamlarının tefecilik yapmasını yasaklamış ve bu yasak aylık yüzde 1'in üzerinde faizle borç verme olarak tanımlanmıştır . dokuzuncu yüzyıl ekümenik konsilleri bu düzenlemeyi dindarlara da uygulamıştır . katolik kilisesi'nin faize karşı muhalefeti , bunu savunmanın bile bir sapkınlık olarak görüldüğü skolastikler döneminde sertleşmiştir . katolik kilisesi'nin önde gelen ilahiyatçısı aziz thomas aquinas , faiz almanın yanlış olduğunu çünkü bunun ""çifte ücretlendirme"" anlamına geldiğini , hem bir şey hem de o şeyin kullanımı için ücretlendirme anlamına geldiğini savunmuştur . orta çağ ekonomisinde borçlar tamamen zorunluluğun bir sonucu ydu ( kötü hasat , bir işyerinde yangın ) ve bu koşullar altında faiz almak ahlaki açıdan ayıp sayılıyordu . ayrıca , borç para verilerek herhangi bir mal üretilmediği ve bu nedenle demircilik veya çiftçilik gibi doğrudan fiziksel çıktısı olan diğer faaliyetlerden farklı olarak telafi edilmemesi gerektiği için ahla ki açıdan da şüphe li görülmüştür . aynı nedenle , faiz i̇slam medeniyetinde genellikle hor görülmüştür ve neredeyse tüm akademisyenler kuran'ın faiz almayı açıkça yasakladığı konusunda hemfikir dir . orta çağ hukukçuları , sorumlu borç vermeyi teşvik etmek ve faiz yasağını aşmak için çeşitli finansal araçlar geliştirmiştir . bu araçlardan biri olan "" contractum trinius"" olarak adlandırılan yöntem ; faiz yasağına tabi olan orta çağ toplumlarında kullanılan bir finansal düzenleme ydi . bu düzenleme , üç ayrı sözleşmenin kombinasyonunu içeriyordu .",1
https://tr.wikipedia.org/wiki/Faiz,Faiz - Vikipedi,"i̇lk olarak , borçlu , bir mülkünü borç verene sattığını açıkça beyan ederdi . i̇kincisi , satışı takiben mülkü tekrar geri kiralar ve bu kira bedelini öderdi . son olarak , borçlu ve borç veren , bir kâr paylaşımı anlaşması yaparak borçlu mülkünü geri satın alır ve bu süreçte borç verene bir miktar ödeme yapar . bu şekilde , formel olarak üç ayrı işlem gerçekleşirken , aslında borç verenin faiz kazanması amaçlanıyordu . rönesans döneminde insanların daha fazla hareket kabiliyetine sahip olması ticaretin artmasını ve girişimcilerin yeni , kazançlı işler kurması için uygun koşulların ortaya çıkmasını kolaylaştırdı . ödünç alınan para artık sadece tüketim için değil , üretim için de kullanıldığından , faize artık aynı gözle bakılmıyordu . faiz türleri basit faiz bir yatırımın , yatırım dönemi süresince sadece anaparasının kazandığı faiz oranı dır . basit faiz şu formül ile hesaplanır : basit faiz = anapara * faiz oranı * süre bileşik faiz bir yatırımın yatırım dönemi boyunca kazandığı faizin de yeni yatırım döneminde yatırıma tabi tutulması sonucu elde edilen getiriyi gösteren faiz dir . diğer bir deyişle faizin de faiz kazanması dır . birikmiş faiz bir yatırımın , yatırım dönemi içerisinde , ödeme tarihine kadar üzerinde biriken faiz dir . dönemsel faiz bir yatırımın fiilen elde tutulma süresince getireceği faizi ifade eder . akdi faiz bir sözleşmenin taraflarının sözleşmede kararlaştırdıkları faiz oranını ifade eder . temerrüt faizi bir hukuki ilişkide taraflardan birisinin ödemesinin gecikmesi halinde uygulanan genellikle akdi faizden daha yüksek orandan uygulanan faizi ifade eder . kanuni ( yasal ) faiz bir hukuki ilişkide uygulanacak faiz oranının belirlenmemesi halinde uygulanan ve kanun ile belirlenen faiz oranı dır . faizin hukuki niteliği faiz hukuki olarak asıl alacaktan ayrı fakat ona bağlı bir yan edim dir .",2
https://tr.wikipedia.org/wiki/Faiz,Faiz - Vikipedi,"faiz asıl alacağın varlığına bağlı olduğundan , asıl alacak sona erdiğinde faiz borcu da sona erer . faiz alacaklısı bu alacağını anaparadan ayrı olarak talep edebilir . sona ermiş bir alacağın faizini talep edebilmek için bu hakkı daha önceden saklı tutmak gerekir . asıl alacağın zamanaşımına uğramış olması , faizi de zamanaşımına uğratır . alacaklı asıl alacağı devrettiğinde işlemiş ve işleyecek faizi de devretmiş olur . fakat aksinin kararlaştırılarak , faiz alacağının anaparadan ayrı devredilmesi de mümkün dür . asıl alacak ile faiz genellikle farklı zamanaşımı sürelerine tabi dir . bu nedenle faiz alacaklarının asıl alacaktan önce zamanaşımına uğraması mümkün dür . asıl alacak yönünden zamanaşımının kesilmiş olması faiz alacağı için de kesildiği anlamına gelmez . kaynakça - ^ a b alkın , erdoğan ; yıldırım , kemal ; özer ; mustafa ( 2005 ) . i̇ktisada giriş . eskişehir : anadolu üniversitesi . s. 221 8 mayıs 2014 tarihinde wayback machine sitesinde arşivlendi .. isbn 975 - 06- 0204 - 8 - ^ a b homer , sidney ; sylla , richard ( 23 mart 2011 ) . a history of interest rates ( i̇ngilizce ) . john wiley & sons. isbn 978 - 1- 118- 04622 - 7. 27 mayıs 2023 tarihinde kaynağından arşivlendi . erişim tarihi : 27 mayıs 2023 . - ^ johnson , paul ( 14 eylül 1988 ) . a history of the jews ( i̇ngilizce ) . harper collins . isbn 978- 0- 06- 091533 - 9. 27 mayıs 2023 tarihinde kaynağından arşivlendi . erişim tarihi : 27 mayıs 2023 . - ^ ""how the world's first accountants counted on cuneiform"" . bbc news ( i̇ngilizce ) . 11 haziran 2017 .",3
https://tr.wikipedia.org/wiki/Faiz,Faiz - Vikipedi,"27 mayıs 2023 tarihinde kaynağından arşivlendi . erişim tarihi : 27 mayıs 2023 . - ^ gnuse , robert karl ( 5 ağustos 2011 ) . you shall not steal : community and property in the biblical tradition ( i̇ngilizce ) . wipf and stock publishers . isbn 978 - 1- 61097 - 580 - 3. - ^ ""islamic banking"" . islamic - banking.com . 21 haziran 2018 tarihinde kaynağından arşivlendi . erişim tarihi : 27 mayıs 2023 . - ^ a b moehlman , conrad henry ( 1934 ) . ""the christianization of interest"" . church history . 3 ( 1 ) : 3- 15. doi : 10.2307/3161033. issn 0009 - 6407 . 4 mayıs 2023 tarihinde kaynağından arşivlendi27 mayıs 2023 . - ^ noonan , john t . ( aralık 1993 ) . ""development in moral doctrine"" . theological studies ( i̇ngilizce ) . 54 ( 4 ) : 662- 677. doi : 10.1177/004056399305400404. issn 0040 - 5639 . 28 mayıs 2023 tarihinde kaynağından arşivlendi27 mayıs 2023 . - ^ ""no . 2547 : charging interest"" . uh<UNK>e du . 17 ekim 2009 tarihinde kaynağından arşivlendi . erişim tarihi : 27 mayıs 2023 . - ^ lepan , nicholas ( 15 kasım 2019 ) . ""the history of interest rates over 670 years"" . visual capitalist ( i̇ngilizce ) . 17 kasım 2019 tarihinde kaynağından arşivlendi . erişim tarihi : 27 mayıs 2023 . - ^ a b c d ""faiz tanımları"" . türkiye cumhuriyet merkez bankası terimler sözlüğü . 3 ağustos 2011 tarihinde kaynağından arşivlendi . erişim tarihi : 10 nisan 2011 . - ^ a b c d e demir , şamil ( 2012 ) .",4
https://tr.wikipedia.org/wiki/Faiz,Faiz - Vikipedi,"""türk borçlar kanunu'nun para borçlarında faize i̇lişkin getirdiği yenilik ve sınırlamalar"" ( pdf ) . ankara barosu dergisi . 13 mart 2013 tarihinde kaynağından ( pdf ) arşivlendi . erişim tarihi : 2 ocak 2013 . - yücel e. , özmen m . , ""faiz oranı , döviz kuru ve borsa endeksi nedensellik i̇lişkisi : 1989 - 2009 türkiye uygulaması"" , muhasebe bilim dünyası dergisi - mödav , vol.12 , pp. 213–244 , 2010",5
https://tr.wikipedia.org/wiki/Bileşik_faiz,Bileşik faiz - Vikipedi,"bileşik faiz
görünüm
bileşik faiz, her devre kazanılan faizin ana paraya ilave edilerek, bu miktara tekrar faiz işletilmesi usulüdür. faiz hesaplamasında, anapara üzerine hesap dönemi için işletilen faizin anaparaya eklenmediği, böylece her hesap dönemi için aynı kalan anapara üzerinden aynı oranda faiz işletilmesini sağlayan basit faiz yönteminden farklılık içermektedir. bileşik faiz hesabında, bir hesap dönemi için anaparaya işleyen faiz, hesap dönemi sonunda anaparaya eklenir. yeni hesap döneminde faiz, önceki dönemde işleyen faizin anaparaya eklenmesiyle bulunan miktar üzerinden işler. bu şekilde, faize de faiz işletilmiş olur. kaynakça
- aydın, nurhan (2007). finansal yönetim. anadolu üniversitesi yayınları. s. 28. isbn 9789750601972. 2 şubat 2022 tarihinde kaynağından arşivlendi. erişim tarihi: 2 şubat 2022. | ekonomi veya finans ile ilgili bu madde taslak seviyesindedir. madde içeriğini genişleterek vikipedi'ye katkı sağlayabilirsiniz. |",0
https://tr.wikipedia.org/wiki/Banka,Banka - Vikipedi,"banka banka , faizle para alınıp verilebilen , kredi , iskonto , kambiyo işlemleri yapan , kasalarında para , değerli belge , eşya saklayan ve bunun dışında ki diğer ticari , finansal ve ekonomik etkinliklerde bulunan kuruluşlara denir . en yaygın üçüncül sektörlerden biri dir . banka sözcüğü i̇talyanca banca sözcüğünden türkçeye geçmiştir . para bozma gişesi , para bozma yeri anlamına gelir . kredilendirme faaliyetleri doğrudan banka tarafından veya sermaye piyasaları aracılığıyla dolaylı olarak da yapılabilir . bankalar genellikle uluslararası bir dizi sermaye standardı olan basel anlaşmalarına dayanan asgari sermaye gereksinimine tabi dir . bankalar bir ülkenin finansal sistem ve ekonomisinde önem li bir rol oynadıklarından , yargı alanlarının çoğu bankalar üzerinde yüksek derecede düzenleme uygulamakta dır . bankalar , sermaye , para ve kredi işlemlerini yapan ticari kuruluşlar dır . evrensel bir banka kişi ve kuruluşlara kredi tahsis eder , mevduat hesaplarını korur , sermaye , para ve kredi ile ilgili her türlü işlemi yapar . örneğin almanya'da ki bir kredi kurumu , kanunen ( kredi yasalarınca ) banka muamelelerinin icra edildiği bir müessese olarak tanımlanır . bankalar tarafından üstlenilen faaliyetler arasında para basımı , kişisel bankacılık , etik bankacılık , tam rezerv bankacılığı , kesirli rezerv bankacılığı , mevduat bankacılığı , kurumsal bankacılık , yatırım bankacılığı , özel bankacılık , işlem bankacılığı , perakende bankacılık , toptan bankacılık , borsa , menkul kıymet , hisse senedi , stok , tahvil , sigorta , istikraz , kredi , tüket ici finansmanı , ticaret finansmanı , yatırım , sermaye ve diğer ilgili alanlar bulunmakta dır . ayrıca telefon bankacılığı , video bankacılığı , dijital bankacılık , internet bankacılığı , sms bankacılığı , mobil bankacılık da popüler banka hizmet leridir .",0
